#   T1      T2      T3      T4      T5      T6      T7      T8      T1
	58.15	58.61	56.19	55.30	60.74	59.09	56.33	43.97	738.0000
	58.00	58.35	55.91	55.12	60.42	58.85	56.04	44.01	740.0000
	57.85	58.27	55.88	54.95	60.12	59.23	55.76	44.05	742.0000
	57.71	58.49	56.19	54.79	59.92	60.07	55.50	44.09	744.0000
	57.58	58.94	56.77	54.64	59.87	61.10	55.29	44.13	746.0000
	57.49	59.51	57.50	54.55	59.95	62.17	55.17	44.17	748.0000
	57.43	60.16	58.30	54.51	60.13	63.19	55.11	44.20	750.0000
	57.42	60.82	59.11	54.51	60.40	64.15	55.14	44.23	752.0000
	57.46	61.49	59.89	54.56	60.71	65.03	55.25	44.26	754.0000
	57.53	62.14	60.66	54.66	61.06	65.86	55.41	44.29	756.0000
	57.64	62.76	61.39	54.78	61.44	66.61	55.63	44.32	758.0000
	57.77	63.35	62.09	54.95	61.83	67.31	55.89	44.34	760.0000
	57.92	63.92	62.73	55.13	62.23	67.95	56.18	44.36	762.0000
	58.09	64.45	63.35	55.33	62.64	68.56	56.50	44.38	764.0000
	58.27	64.95	63.91	55.54	63.05	69.11	56.84	44.40	766.0000
	58.46	65.44	64.44	55.76	63.47	69.63	57.19	44.42	768.0000
	58.66	65.88	64.94	55.98	63.88	70.12	57.55	44.44	770.0000
	58.87	66.31	65.40	56.22	64.28	70.59	57.91	44.46	772.0000
	59.08	66.72	65.84	56.46	64.70	71.03	58.29	44.48	774.0000
	59.29	67.10	66.24	56.69	65.09	71.44	58.65	44.50	776.0000
	59.51	67.46	66.62	56.93	65.49	71.84	59.02	44.52	778.0000
	59.72	67.81	66.95	57.15	65.86	72.20	59.35	44.54	780.0000
	59.94	68.08	67.19	57.40	66.21	72.31	59.68	44.57	782.0000
	60.16	68.10	67.13	57.64	66.51	71.84	60.02	44.61	784.0000
	60.36	67.86	66.76	57.86	66.71	71.01	60.31	44.65	786.0000
	60.54	67.44	66.19	58.04	66.77	70.06	60.55	44.68	788.0000
	60.69	66.92	65.52	58.18	66.72	69.10	60.70	44.71	790.0000
	60.79	66.34	64.81	58.27	66.59	68.18	60.78	44.74	792.0000
	60.86	65.76	64.08	58.30	66.38	67.32	60.77	44.78	794.0000
	60.87	65.18	63.39	58.30	66.13	66.53	60.71	44.82	796.0000
	60.86	64.61	62.72	58.26	65.84	65.79	60.59	44.85	798.0000
	60.82	64.07	62.08	58.18	65.54	65.12	60.43	44.90	800.0000
	60.75	63.56	61.47	58.08	65.21	64.49	60.23	44.95	802.0000
	60.66	63.07	60.91	57.96	64.87	63.91	59.99	44.99	804.0000
	60.56	62.61	60.38	57.82	64.53	63.38	59.73	45.04	806.0000
	60.44	62.18	59.87	57.66	64.18	62.87	59.45	45.08	808.0000
	60.32	61.76	59.41	57.51	63.82	62.40	59.16	45.12	810.0000
	60.19	61.37	58.97	57.34	63.46	61.95	58.86	45.17	812.0000
	60.04	61.02	58.57	57.18	63.11	61.54	58.57	45.21	814.0000
	59.90	60.67	58.20	57.00	62.77	61.15	58.27	45.26	816.0000
	59.75	60.35	57.84	56.83	62.43	60.78	57.97	45.31	818.0000
	59.60	60.05	57.51	56.65	62.10	60.43	57.67	45.35	820.0000
	59.45	59.80	57.26	56.47	61.77	60.32	57.38	45.39	822.0000
	59.30	59.80	57.32	56.30	61.49	60.84	57.10	45.43	824.0000
	59.15	60.08	57.71	56.13	61.32	61.75	56.84	45.47	826.0000
	59.02	60.56	58.33	56.00	61.31	62.80	56.65	45.50	828.0000
	58.93	61.16	59.08	55.91	61.41	63.84	56.54	45.54	830.0000
	58.89	61.80	59.87	55.88	61.60	64.85	56.51	45.57	832.0000
	58.89	62.46	60.67	55.89	61.88	65.78	56.55	45.60	834.0000
	58.93	63.12	61.44	55.91	62.20	66.65	56.65	45.61	836.0000
	59.01	63.75	62.18	56.02	62.55	67.44	56.83	45.64	838.0000
	59.11	64.36	62.90	56.17	62.93	68.18	57.07	45.67	840.0000
	59.25	64.94	63.58	56.33	63.32	68.85	57.32	45.69	842.0000
	59.39	65.49	64.22	56.52	63.72	69.47	57.62	45.71	844.0000
	59.56	66.00	64.80	56.72	64.12	70.06	57.94	45.72	846.0000
	59.74	66.50	65.36	56.93	64.54	70.60	58.28	45.75	848.0000
	59.93	66.96	65.87	57.14	64.93	71.10	58.63	45.76	850.0000
	60.13	67.40	66.35	57.37	65.34	71.58	58.99	45.79	852.0000
	60.33	67.82	66.81	57.60	65.74	72.03	59.35	45.80	854.0000
	60.53	68.21	67.22	57.83	66.14	72.45	59.71	45.82	856.0000
	60.74	68.58	67.61	58.06	66.53	72.86	60.07	45.83	858.0000
	60.96	68.93	67.98	58.30	66.91	73.24	60.43	45.85	860.0000
	61.17	69.25	68.29	58.53	67.28	73.50	60.78	45.88	862.0000
	61.38	69.35	68.36	58.76	67.64	73.20	61.12	45.90	864.0000
	61.58	69.20	68.09	58.97	67.88	72.46	61.44	45.93	866.0000
	61.77	68.82	67.58	59.16	67.99	71.54	61.69	45.96	868.0000
	61.93	68.32	66.94	59.31	67.98	70.58	61.88	45.99	870.0000
	62.04	67.75	66.23	59.41	67.86	69.64	61.99	46.02	872.0000
	62.11	67.17	65.51	59.45	67.68	68.77	62.02	46.05	874.0000
	62.14	66.58	64.79	59.46	67.43	67.95	61.97	46.09	876.0000
	62.13	66.00	64.10	59.42	67.15	67.19	61.88	46.13	878.0000
	62.09	65.46	63.45	59.36	66.84	66.50	61.72	46.16	880.0000
	62.02	64.93	62.82	59.26	66.52	65.86	61.54	46.21	882.0000
	61.94	64.43	62.24	59.14	66.18	65.27	61.31	46.25	884.0000
	61.83	63.96	61.69	59.00	65.83	64.71	61.05	46.30	886.0000
	61.71	63.51	61.18	58.85	65.48	64.20	60.78	46.34	888.0000
	61.58	63.09	60.70	58.69	65.12	63.72	60.49	46.39	890.0000
	61.45	62.69	60.24	58.51	64.77	63.27	60.19	46.44	892.0000
	61.30	62.32	59.80	58.32	64.41	62.84	59.89	46.47	894.0000
	61.15	61.96	59.41	58.14	64.05	62.42	59.57	46.51	896.0000
	61.01	61.63	59.05	57.97	63.70	62.04	59.27	46.55	898.0000
	60.85	61.31	58.71	57.79	63.36	61.67	58.97	46.60	900.0000
